Tank_Number,Cycle_Number,Collected,Reef,Temperature,Ramp_Started_Day_1,Colony_Number,Day,Score,Scorer_1,Scorer_2,Scorer_3,Notes,Notes2
4,9,8/2/18,14,34.5,,75,2,M,MK,JMU,CMH,,
5,9,8/2/18,14,35,,75,0,N,MK,BAS,,,
5,9,8/2/18,14,35,,75,1,S,BHC,BAS,,,
5,9,8/2/18,14,35,,75,2,S,MK,JMU,CMH,,
6,9,8/2/18,14,30,,76,0,V,BHC,VN,,,
6,9,8/2/18,14,30,,76,1,M,BHC,MK,,,
6,9,8/2/18,14,30,,76,2,M,JMU,CMH,,,
7,9,8/2/18,14,30,,76,0,M,BHC,VN,,,
7,9,8/2/18,14,30,,76,1,M,BHC,MK,,,
7,9,8/2/18,14,30,,76,2,M,JMU,CMH,,,
8,9,8/2/18,14,34,,76,0,M,BHC,VN,,,
8,9,8/2/18,14,34,,76,1,S,BHC,MK,,,
8,9,8/2/18,14,34,,76,2,T,JMU,CMH,,,
9,9,8/2/18,14,34.5,,76,0,V,BHC,VN,,,
9,9,8/2/18,14,34.5,,76,1,S,BHC,MK,,,
9,9,8/2/18,14,34.5,,76,2,T,JMU,CMH,,,
10,9,8/2/18,14,35,,76,0,V,BHC,VN,,,
10,9,8/2/18,14,35,,76,1,S,BHC,MK,,,
10,9,8/2/18,14,35,,76,2,T,JMU,CMH,,,
6,9,8/2/18,14,30,,77,0,M,BHC,VN,,,
6,9,8/2/18,14,30,,77,1,M,BHC,MK,,,
6,9,8/2/18,14,30,,77,2,S,JMU,CMH,,,
7,9,8/2/18,14,30,,77,0,M,BHC,VN,,,
7,9,8/2/18,14,30,,77,1,M,BHC,MK,,,
7,9,8/2/18,14,30,,77,2,M,JMU,CMH,,,
8,9,8/2/18,14,34,,77,0,M,BHC,VN,,,
8,9,8/2/18,14,34,,77,1,S,BHC,MK,,,
8,9,8/2/18,14,34,,77,2,S,JMU,CMH,,,
9,9,8/2/18,14,34.5,,77,0,M,BHC,VN,,,
9,9,8/2/18,14,34.5,,77,1,S,BHC,MK,,,
9,9,8/2/18,14,34.5,,77,2,S,JMU,CMH,,,
10,9,8/2/18,14,35,,77,0,M,BHC,VN,,,
10,9,8/2/18,14,35,,77,1,T,BHC,MK,,,
10,9,8/2/18,14,35,,77,2,T,JMU,CMH,,,
6,9,8/2/18,14,30,,78,0,V,BHC,VN,,,
6,9,8/2/18,14,30,,78,1,V,BHC,MK,,,
6,9,8/2/18,14,30,,78,2,V,JMU,CMH,,,
7,9,8/2/18,14,30,,78,0,V,BHC,VN,,,
7,9,8/2/18,14,30,,78,1,V,BHC,MK,,,
7,9,8/2/18,14,30,,78,2,M,JMU,CMH,,,
8,9,8/2/18,14,34,,78,0,M,BHC,VN,,,
8,9,8/2/18,14,34,,78,1,S,BHC,MK,,,
8,9,8/2/18,14,34,,78,2,S,JMU,CMH,,,
9,9,8/2/18,14,34.5,,78,0,M,BHC,VN,,,
9,9,8/2/18,14,34.5,,78,1,T,BHC,MK,,,
9,9,8/2/18,14,34.5,,78,2,S,JMU,CMH,,,
10,9,8/2/18,14,35,,78,0,V,BHC,VN,,,
10,9,8/2/18,14,35,,78,1,T,BHC,MK,,,
10,9,8/2/18,14,35,,78,2,T,JMU,CMH,,,
6,9,8/2/18,14,30,,79,0,M,BHC,VN,,,
6,9,8/2/18,14,30,,79,1,M,BHC,MK,,,
6,9,8/2/18,14,30,,79,2,M,JMU,CMH,,,
7,9,8/2/18,14,30,,79,0,M,BHC,VN,,,
7,9,8/2/18,14,30,,79,1,M,BHC,MK,,,
7,9,8/2/18,14,30,,79,2,M,JMU,CMH,,,
8,9,8/2/18,14,34,,79,0,M,BHC,VN,,,
8,9,8/2/18,14,34,,79,1,M,BHC,MK,,,
8,9,8/2/18,14,34,,79,2,S,JMU,CMH,,,
9,9,8/2/18,14,34.5,,79,0,M,BHC,VN,,,
9,9,8/2/18,14,34.5,,79,1,S,BHC,MK,,,
9,9,8/2/18,14,34.5,,79,2,S,JMU,CMH,,,
10,9,8/2/18,14,35,,79,0,V,BHC,VN,,,
10,9,8/2/18,14,35,,79,1,T,BHC,MK,,,
10,9,8/2/18,14,35,,79,2,T,JMU,CMH,,,
6,9,8/2/18,14,30,,80,0,M,BHC,VN,,,
6,9,8/2/18,14,30,,80,1,V,BHC,MK,,,
6,9,8/2/18,14,30,,80,2,M,JMU,CMH,,,
7,9,8/2/18,14,30,,80,0,M,BHC,VN,,,
7,9,8/2/18,14,30,,80,1,M,BHC,MK,,,
7,9,8/2/18,14,30,,80,2,M,JMU,CMH,,,
8,9,8/2/18,14,34,,80,0,S,BHC,VN,,,
8,9,8/2/18,14,34,,80,1,S,BHC,MK,,,
8,9,8/2/18,14,34,,80,2,T,JMU,CMH,,,
9,9,8/2/18,14,34.5,,80,0,M,BHC,VN,,,
9,9,8/2/18,14,34.5,,80,1,S,BHC,MK,,,
9,9,8/2/18,14,34.5,,80,2,T,JMU,CMH,,,
10,9,8/2/18,14,35,,80,0,M,BHC,VN,,,
10,9,8/2/18,14,35,,80,1,T,BHC,MK,,,
10,9,8/2/18,14,35,,80,2,T,JMU,CMH,,,
1,9,8/2/18,23,30,,101,0,N,MK,BAS,,,
1,9,8/2/18,23,30,,101,1,N,BHC,BAS,,,
1,9,8/2/18,23,30,,101,2,N,MK,JMU,CMH,,
2,9,8/2/18,23,30,,101,0,N,MK,BAS,,,
2,9,8/2/18,23,30,,101,1,V,BHC,BAS,,,
2,9,8/2/18,23,30,,101,2,N,MK,JMU,CMH,,
3,9,8/2/18,23,34,,101,0,N,MK,BAS,,,
3,9,8/2/18,23,34,,101,1,M,BHC,BAS,,,
3,9,8/2/18,23,34,,101,2,V,MK,JMU,CMH,,
4,9,8/2/18,23,34.5,,101,0,N,MK,BAS,,,
4,9,8/2/18,23,34.5,,101,1,M,BHC,BAS,,,
4,9,8/2/18,23,34.5,,101,2,M,MK,JMU,CMH,,
5,9,8/2/18,23,35,,101,0,V,MK,BAS,,,
5,9,8/2/18,23,35,,101,1,M,BHC,BAS,,,
5,9,8/2/18,23,35,,101,2,M,MK,JMU,CMH,,
1,9,8/2/18,23,30,,102,0,V,MK,BAS,,,
1,9,8/2/18,23,30,,102,1,V,BHC,BAS,,,
1,9,8/2/18,23,30,,102,2,V,MK,JMU,CMH,,
2,9,8/2/18,23,30,,102,0,V,MK,BAS,,,
2,9,8/2/18,23,30,,102,1,V,BHC,BAS,,,
2,9,8/2/18,23,30,,102,2,V,MK,JMU,CMH,,
3,9,8/2/18,23,34,,102,0,V,MK,BAS,,,
3,9,8/2/18,23,34,,102,1,M,BHC,BAS,,,
3,9,8/2/18,23,34,,102,2,M,MK,JMU,CMH,,
4,9,8/2/18,23,34.5,,102,0,V,MK,BAS,,,
4,9,8/2/18,23,34.5,,102,1,S,BHC,BAS,,,
4,9,8/2/18,23,34.5,,102,2,S,MK,JMU,CMH,,
5,9,8/2/18,23,35,,102,0,V,MK,BAS,,,
5,9,8/2/18,23,35,,102,1,T,BHC,BAS,,,
5,9,8/2/18,23,35,,102,2,T,MK,JMU,CMH,,
1,9,8/2/18,23,30,,103,0,V,MK,BAS,,,
1,9,8/2/18,23,30,,103,1,M,BHC,BAS,,,
1,9,8/2/18,23,30,,103,2,V,MK,JMU,CMH,,
2,9,8/2/18,23,30,,103,0,V,MK,BAS,,,
2,9,8/2/18,23,30,,103,1,M,BHC,BAS,,,
2,9,8/2/18,23,30,,103,2,V,MK,JMU,CMH,,
3,9,8/2/18,23,34,,103,0,M,MK,BAS,,,
3,9,8/2/18,23,34,,103,1,S,BHC,BAS,,,
3,9,8/2/18,23,34,,103,2,S,MK,JMU,CMH,,
4,9,8/2/18,23,34.5,,103,0,M,MK,BAS,,,
4,9,8/2/18,23,34.5,,103,1,S,BHC,BAS,,,
4,9,8/2/18,23,34.5,,103,2,T,MK,JMU,CMH,,
5,9,8/2/18,23,35,,103,0,M,MK,BAS,,,
5,9,8/2/18,23,35,,103,1,T,BHC,BAS,,,
5,9,8/2/18,23,35,,103,2,T,MK,JMU,CMH,,
1,9,8/2/18,23,30,,104,0,N,MK,BAS,,,
1,9,8/2/18,23,30,,104,1,V,BHC,BAS,,,
1,9,8/2/18,23,30,,104,2,V,MK,JMU,CMH,,
2,9,8/2/18,23,30,,104,0,N,MK,BAS,,,
2,9,8/2/18,23,30,,104,1,V,BHC,BAS,,,
2,9,8/2/18,23,30,,104,2,V,MK,JMU,CMH,,
3,9,8/2/18,23,34,,104,0,V,MK,BAS,,,
3,9,8/2/18,23,34,,104,1,V,BHC,BAS,,,
3,9,8/2/18,23,34,,104,2,V,MK,JMU,CMH,,
4,9,8/2/18,23,34.5,,104,0,N/V,MK,BAS,,,
4,9,8/2/18,23,34.5,,104,1,M,BHC,BAS,,,
4,9,8/2/18,23,34.5,,104,2,M,MK,JMU,CMH,,
5,9,8/2/18,23,35,,104,0,V,MK,BAS,,,
5,9,8/2/18,23,35,,104,1,S,BHC,BAS,,,
5,9,8/2/18,23,35,,104,2,S,MK,JMU,CMH,,
1,9,8/2/18,23,30,,105,0,V/M,MK,BAS,,,
1,9,8/2/18,23,30,,105,1,M,BHC,BAS,,,
1,9,8/2/18,23,30,,105,2,M,MK,JMU,CMH,,
2,9,8/2/18,23,30,,105,0,S,MK,BAS,,,
2,9,8/2/18,23,30,,105,1,S,BHC,BAS,,,
2,9,8/2/18,23,30,,105,2,S,MK,JMU,CMH,,
3,9,8/2/18,23,34,,105,0,S,MK,BAS,,,
3,9,8/2/18,23,34,,105,1,T,BHC,BAS,,,
3,9,8/2/18,23,34,,105,2,T,MK,JMU,CMH,,
4,9,8/2/18,23,34.5,,105,0,V,MK,BAS,,,
4,9,8/2/18,23,34.5,,105,1,T,BHC,BAS,,,
4,9,8/2/18,23,34.5,,105,2,T,MK,JMU,CMH,,
5,9,8/2/18,23,35,,105,0,S,MK,BAS,,,
5,9,8/2/18,23,35,,105,1,T,BHC,BAS,,,
5,9,8/2/18,23,35,,105,2,T,MK,JMU,CMH,,
6,9,8/2/18,23,30,,106,0,V,BHC,VN,,,
6,9,8/2/18,23,30,,106,1,V,BHC,MK,,,
6,9,8/2/18,23,30,,106,2,M,JMU,CMH,,,
7,9,8/2/18,23,30,,106,0,V,BHC,VN,,,
7,9,8/2/18,23,30,,106,1,M,BHC,MK,,,
7,9,8/2/18,23,30,,106,2,V,JMU,CMH,,,
8,9,8/2/18,23,34,,106,0,N,BHC,VN,,,
8,9,8/2/18,23,34,,106,1,S,BHC,MK,,,
8,9,8/2/18,23,34,,106,2,T,JMU,CMH,,,
9,9,8/2/18,23,34.5,,106,0,N,BHC,VN,,,
9,9,8/2/18,23,34.5,,106,1,S,BHC,MK,,,
9,9,8/2/18,23,34.5,,106,2,T,JMU,CMH,,,
10,9,8/2/18,23,35,,106,0,N,BHC,VN,,,
10,9,8/2/18,23,35,,106,1,S,BHC,MK,,,
10,9,8/2/18,23,35,,106,2,T,JMU,CMH,,,
6,9,8/2/18,23,30,,107,0,V,BHC,VN,,,
6,9,8/2/18,23,30,,107,1,V,BHC,MK,,,
6,9,8/2/18,23,30,,107,2,M,JMU,CMH,,,
7,9,8/2/18,23,30,,107,0,M,BHC,VN,,,
7,9,8/2/18,23,30,,107,1,S,BHC,MK,,,
7,9,8/2/18,23,30,,107,2,S,JMU,CMH,,,
8,9,8/2/18,23,34,,107,0,V,BHC,VN,,,
8,9,8/2/18,23,34,,107,1,S,BHC,MK,,,
8,9,8/2/18,23,34,,107,2,S,JMU,CMH,,,
9,9,8/2/18,23,34.5,,107,0,N,BHC,VN,,,
9,9,8/2/18,23,34.5,,107,1,M,BHC,MK,,,
9,9,8/2/18,23,34.5,,107,2,M,JMU,CMH,,,
10,9,8/2/18,23,35,,107,0,N,BHC,VN,,,
10,9,8/2/18,23,35,,107,1,T,BHC,MK,,,
10,9,8/2/18,23,35,,107,2,T,JMU,CMH,,,
6,9,8/2/18,23,30,,108,0,V,BHC,VN,,,
6,9,8/2/18,23,30,,108,1,M,BHC,MK,,,
6,9,8/2/18,23,30,,108,2,M,JMU,CMH,,,
7,9,8/2/18,23,30,,108,0,V,BHC,VN,,,
7,9,8/2/18,23,30,,108,1,S,BHC,MK,,,
7,9,8/2/18,23,30,,108,2,S,JMU,CMH,,,
8,9,8/2/18,23,34,,108,0,V,BHC,VN,,,
8,9,8/2/18,23,34,,108,1,V,BHC,MK,,,
8,9,8/2/18,23,34,,108,2,S,JMU,CMH,,,
9,9,8/2/18,23,34.5,,108,0,N,BHC,VN,,,
9,9,8/2/18,23,34.5,,108,1,M,BHC,MK,,,
9,9,8/2/18,23,34.5,,108,2,M,JMU,CMH,,,
10,9,8/2/18,23,35,,108,0,N,BHC,VN,,,
10,9,8/2/18,23,35,,108,1,T,BHC,MK,,,
10,9,8/2/18,23,35,,108,2,T,JMU,CMH,,,
6,9,8/2/18,23,30,,109,0,M,BHC,VN,,,
6,9,8/2/18,23,30,,109,1,M,BHC,MK,,,
6,9,8/2/18,23,30,,109,2,M,JMU,CMH,,,
7,9,8/2/18,23,30,,109,0,V,BHC,VN,,,
7,9,8/2/18,23,30,,109,1,M,BHC,MK,,,
7,9,8/2/18,23,30,,109,2,M,JMU,CMH,,,
8,9,8/2/18,23,34,,109,0,N,BHC,VN,,,
8,9,8/2/18,23,34,,109,1,V,BHC,MK,,,
8,9,8/2/18,23,34,,109,2,T,JMU,CMH,,,
9,9,8/2/18,23,34.5,,109,0,N,BHC,VN,,,
9,9,8/2/18,23,34.5,,109,1,S,BHC,MK,,,
9,9,8/2/18,23,34.5,,109,2,T,JMU,CMH,,,
10,9,8/2/18,23,35,,109,0,V,BHC,VN,,,
10,9,8/2/18,23,35,,109,1,S,BHC,MK,,,
10,9,8/2/18,23,35,,109,2,T,JMU,CMH,,,
6,9,8/2/18,23,30,,110,0,V,BHC,VN,,,
6,9,8/2/18,23,30,,110,1,V,BHC,MK,,,
6,9,8/2/18,23,30,,110,2,V,JMU,CMH,,,
7,9,8/2/18,23,30,,110,0,V,BHC,VN,,,
7,9,8/2/18,23,30,,110,1,M,BHC,MK,,,
7,9,8/2/18,23,30,,110,2,M,JMU,CMH,,,
8,9,8/2/18,23,34,,110,0,N,BHC,VN,,,
8,9,8/2/18,23,34,,110,1,V,BHC,MK,,,
8,9,8/2/18,23,34,,110,2,M,JMU,CMH,,,
9,9,8/2/18,23,34.5,,110,0,N,BHC,VN,,,
9,9,8/2/18,23,34.5,,110,1,M,BHC,MK,,,
9,9,8/2/18,23,34.5,,110,2,M,JMU,CMH,,,
10,9,8/2/18,23,35,,110,0,N,BHC,VN,,,
10,9,8/2/18,23,35,,110,1,M,BHC,MK,,,
10,9,8/2/18,23,35,,110,2,S,JMU,CMH,,,
1,9,8/2/18,22,30,,131,0,M,MK,BAS,,,
1,9,8/2/18,22,30,,131,1,S,BHC,BAS,,,
1,9,8/2/18,22,30,,131,2,M,MK,JMU,CMH,,
2,9,8/2/18,22,30,,131,0,M,MK,BAS,,,
2,9,8/2/18,22,30,,131,1,M,BHC,BAS,,,
2,9,8/2/18,22,30,,131,2,S,MK,JMU,CMH,,
3,9,8/2/18,22,34,,131,0,M,MK,BAS,,,
3,9,8/2/18,22,34,,131,1,T,BHC,BAS,,,
3,9,8/2/18,22,34,,131,2,T,MK,JMU,CMH,,
4,9,8/2/18,22,34.5,,131,0,S,MK,BAS,,,
4,9,8/2/18,22,34.5,,131,1,T,BHC,BAS,,,
4,9,8/2/18,22,34.5,,131,2,T,MK,JMU,CMH,,
5,9,8/2/18,22,35,,131,0,S,MK,BAS,,,
5,9,8/2/18,22,35,,131,1,T,BHC,BAS,,,
5,9,8/2/18,22,35,,131,2,T,MK,JMU,CMH,,
1,9,8/2/18,22,30,,132,0,S,MK,BAS,,,
1,9,8/2/18,22,30,,132,1,S,BHC,BAS,,,
1,9,8/2/18,22,30,,132,2,M,MK,JMU,CMH,,
2,9,8/2/18,22,30,,132,0,S,MK,BAS,,,
2,9,8/2/18,22,30,,132,1,S,BHC,BAS,,,
2,9,8/2/18,22,30,,132,2,S,MK,JMU,CMH,,
3,9,8/2/18,22,34,,132,0,M,MK,BAS,,,
3,9,8/2/18,22,34,,132,1,M,BHC,BAS,,,
3,9,8/2/18,22,34,,132,2,M,MK,JMU,CMH,,
4,9,8/2/18,22,34.5,,132,0,S,MK,BAS,,,
4,9,8/2/18,22,34.5,,132,1,S,BHC,BAS,,,
4,9,8/2/18,22,34.5,,132,2,S,MK,JMU,CMH,,
5,9,8/2/18,22,35,,132,0,S,MK,BAS,,,
5,9,8/2/18,22,35,,132,1,S,BHC,BAS,,,
5,9,8/2/18,22,35,,132,2,T,MK,JMU,CMH,,
1,9,8/2/18,22,30,,133,0,S,MK,BAS,,,
1,9,8/2/18,22,30,,133,1,S,BHC,BAS,,,
1,9,8/2/18,22,30,,133,2,S,MK,JMU,CMH,,
2,9,8/2/18,22,30,,133,0,S,MK,BAS,,,
2,9,8/2/18,22,30,,133,1,M,BHC,BAS,,,
2,9,8/2/18,22,30,,133,2,S,MK,JMU,CMH,,
3,9,8/2/18,22,34,,133,0,M,MK,BAS,,,
3,9,8/2/18,22,34,,133,1,M,BHC,BAS,,,
3,9,8/2/18,22,34,,133,2,M,MK,JMU,CMH,,
4,9,8/2/18,22,34.5,,133,0,M,MK,BAS,,,
4,9,8/2/18,22,34.5,,133,1,S,BHC,BAS,,,
4,9,8/2/18,22,34.5,,133,2,M,MK,JMU,CMH,,
5,9,8/2/18,22,35,,133,0,S,MK,BAS,,,
5,9,8/2/18,22,35,,133,1,S,BHC,BAS,,,
5,9,8/2/18,22,35,,133,2,T,MK,JMU,CMH,,
1,9,8/2/18,22,30,,134,0,M,MK,BAS,,,
1,9,8/2/18,22,30,,134,1,M,BHC,BAS,,,
1,9,8/2/18,22,30,,134,2,M,MK,JMU,CMH,,
2,9,8/2/18,22,30,,134,0,V,MK,BAS,,,
2,9,8/2/18,22,30,,134,1,M,BHC,BAS,,,
2,9,8/2/18,22,30,,134,2,M,MK,JMU,CMH,,
3,9,8/2/18,22,34,,134,0,M,MK,BAS,,,
3,9,8/2/18,22,34,,134,1,S,BHC,BAS,,,
3,9,8/2/18,22,34,,134,2,M,MK,JMU,CMH,,
4,9,8/2/18,22,34.5,,134,0,M,MK,BAS,,,
4,9,8/2/18,22,34.5,,134,1,S,BHC,BAS,,,
4,9,8/2/18,22,34.5,,134,2,M,MK,JMU,CMH,,
5,9,8/2/18,22,35,,134,0,V,MK,BAS,,,
5,9,8/2/18,22,35,,134,1,S,BHC,BAS,,,
5,9,8/2/18,22,35,,134,2,T,MK,JMU,CMH,,
1,9,8/2/18,22,30,,135,0,V,MK,BAS,,,
1,9,8/2/18,22,30,,135,1,V,BHC,BAS,,,
1,9,8/2/18,22,30,,135,2,V,MK,JMU,CMH,,
2,9,8/2/18,22,30,,135,0,V,MK,BAS,,,
2,9,8/2/18,22,30,,135,1,V,BHC,BAS,,,
2,9,8/2/18,22,30,,135,2,V,MK,JMU,CMH,,
3,9,8/2/18,22,34,,135,0,N,MK,BAS,,,
3,9,8/2/18,22,34,,135,1,V,BHC,BAS,,,
3,9,8/2/18,22,34,,135,2,V,MK,JMU,CMH,,
4,9,8/2/18,22,34.5,,135,0,N,MK,BAS,,,
4,9,8/2/18,22,34.5,,135,1,V,BHC,BAS,,,
4,9,8/2/18,22,34.5,,135,2,N,MK,JMU,CMH,,
5,9,8/2/18,22,35,,135,0,N,MK,BAS,,,
5,9,8/2/18,22,35,,135,1,M,BHC,BAS,,,
5,9,8/2/18,22,35,,135,2,M,MK,JMU,CMH,,
6,9,8/2/18,22,30,,136,0,V,BHC,VN,,,
6,9,8/2/18,22,30,,136,1,M,BHC,MK,,,
6,9,8/2/18,22,30,,136,2,M,JMU,CMH,,,
7,9,8/2/18,22,30,,136,0,M,BHC,VN,,,
7,9,8/2/18,22,30,,136,1,M,BHC,MK,,,
7,9,8/2/18,22,30,,136,2,S,JMU,CMH,,,
8,9,8/2/18,22,34,,136,0,M,BHC,VN,,,
8,9,8/2/18,22,34,,136,1,M,BHC,MK,,,
8,9,8/2/18,22,34,,136,2,S,JMU,CMH,,,
9,9,8/2/18,22,34.5,,136,0,V,BHC,VN,,,
9,9,8/2/18,22,34.5,,136,1,S,BHC,MK,,,
9,9,8/2/18,22,34.5,,136,2,S,JMU,CMH,,,
10,9,8/2/18,22,35,,136,0,M,BHC,VN,,,
10,9,8/2/18,22,35,,136,1,S,BHC,MK,,,
10,9,8/2/18,22,35,,136,2,S,JMU,CMH,,,
6,9,8/2/18,22,30,,137,0,V,BHC,VN,,,
6,9,8/2/18,22,30,,137,1,M,BHC,MK,,,
6,9,8/2/18,22,30,,137,2,M,JMU,CMH,,,
7,9,8/2/18,22,30,,137,0,M,BHC,VN,,,
7,9,8/2/18,22,30,,137,1,M,BHC,MK,,,
7,9,8/2/18,22,30,,137,2,M,JMU,CMH,,,
8,9,8/2/18,22,34,,137,0,M,BHC,VN,,,
8,9,8/2/18,22,34,,137,1,S,BHC,MK,,,
8,9,8/2/18,22,34,,137,2,S,JMU,CMH,,,
9,9,8/2/18,22,34.5,,137,0,M,BHC,VN,,,
9,9,8/2/18,22,34.5,,137,1,M,BHC,MK,,,
9,9,8/2/18,22,34.5,,137,2,S,JMU,CMH,,,
10,9,8/2/18,22,35,,137,0,V,BHC,VN,,,
10,9,8/2/18,22,35,,137,1,M,BHC,MK,,,
10,9,8/2/18,22,35,,137,2,S,JMU,CMH,,,
6,9,8/2/18,22,30,,138,0,V,BHC,VN,,,
6,9,8/2/18,22,30,,138,1,N,BHC,MK,,,
6,9,8/2/18,22,30,,138,2,V,JMU,CMH,,,
7,9,8/2/18,22,30,,138,0,M,BHC,VN,,,
7,9,8/2/18,22,30,,138,1,M,BHC,MK,,,
7,9,8/2/18,22,30,,138,2,S,JMU,CMH,,,
8,9,8/2/18,22,34,,138,0,M,BHC,VN,,,
8,9,8/2/18,22,34,,138,1,S,BHC,MK,,,
8,9,8/2/18,22,34,,138,2,S,JMU,CMH,,,
9,9,8/2/18,22,34.5,,138,0,V,BHC,VN,,,
9,9,8/2/18,22,34.5,,138,1,M,BHC,MK,,,
9,9,8/2/18,22,34.5,,138,2,S,JMU,CMH,,,
10,9,8/2/18,22,35,,138,0,V,BHC,VN,,,
10,9,8/2/18,22,35,,138,1,S,BHC,MK,,,
10,9,8/2/18,22,35,,138,2,T,JMU,CMH,,,
6,9,8/2/18,22,30,,139,0,N,BHC,VN,,,
6,9,8/2/18,22,30,,139,1,N,BHC,MK,,,
6,9,8/2/18,22,30,,139,2,N,JMU,CMH,,,
7,9,8/2/18,22,30,,139,0,N,BHC,VN,,,
7,9,8/2/18,22,30,,139,1,N,BHC,MK,,,
7,9,8/2/18,22,30,,139,2,V,JMU,CMH,,,
8,9,8/2/18,22,34,,139,0,N,BHC,VN,,,
8,9,8/2/18,22,34,,139,1,V,BHC,MK,,,
8,9,8/2/18,22,34,,139,2,V,JMU,CMH,,,
9,9,8/2/18,22,34.5,,139,0,N,BHC,VN,,,
9,9,8/2/18,22,34.5,,139,1,V,BHC,MK,,,
9,9,8/2/18,22,34.5,,139,2,V,JMU,CMH,,,
10,9,8/2/18,22,35,,139,0,N,BHC,VN,,,
10,9,8/2/18,22,35,,139,1,V,BHC,MK,,,
10,9,8/2/18,22,35,,139,2,M,JMU,CMH,,,
6,9,8/2/18,22,30,,140,0,S,BHC,VN,,,
6,9,8/2/18,22,30,,140,1,S,BHC,MK,,,
6,9,8/2/18,22,30,,140,2,S,JMU,CMH,,,
7,9,8/2/18,22,30,,140,0,S,BHC,VN,,,
7,9,8/2/18,22,30,,140,1,T,BHC,MK,,,
7,9,8/2/18,22,30,,140,2,T,JMU,CMH,,,
8,9,8/2/18,22,34,,140,0,S,BHC,VN,,,
8,9,8/2/18,22,34,,140,1,T,BHC,MK,,,
8,9,8/2/18,22,34,,140,2,T,JMU,CMH,,,
9,9,8/2/18,22,34.5,,140,0,S,BHC,VN,,,
9,9,8/2/18,22,34.5,,140,1,T,BHC,MK,,,
9,9,8/2/18,22,34.5,,140,2,T,JMU,CMH,,,
10,9,8/2/18,22,35,,140,0,S,BHC,VN,,,
10,9,8/2/18,22,35,,140,1,T,BHC,MK,,,
10,9,8/2/18,22,35,,140,2,T,JMU,CMH,,,
1,10,8/7/18,34,30,,221,0,M,MK,BHC,CAH,,
1,10,8/7/18,34,30,,221,1,M,BHC,BAS,,,
1,10,8/7/18,34,30,,221,2,M,BHC,NSW,,,
2,10,8/7/18,34,30,,221,0,M,MK,BHC,CAH,,
2,10,8/7/18,34,30,,221,1,M,BHC,BAS,,,
2,10,8/7/18,34,30,,221,2,V,BHC,NSW,,,
3,10,8/7/18,34,34,,221,0,V,MK,BHC,CAH,,
3,10,8/7/18,34,34,,221,1,M,BHC,BAS,,,
3,10,8/7/18,34,34,,221,2,S,BHC,NSW,,,
4,10,8/7/18,34,34.5,,221,0,V,MK,BHC,CAH,,
4,10,8/7/18,34,34.5,,221,1,S,BHC,BAS,,,
4,10,8/7/18,34,34.5,,221,2,T,BHC,NSW,,,
5,10,8/7/18,34,35,,221,0,V,MK,BHC,CAH,,
5,10,8/7/18,34,35,,221,1,S,BHC,BAS,,,
5,10,8/7/18,34,35,,221,2,T,BHC,NSW,,,
1,10,8/7/18,34,30,,222,0,V,MK,BHC,CAH,,
1,10,8/7/18,34,30,,222,1,V,BHC,BAS,,,
1,10,8/7/18,34,30,,222,2,V,BHC,NSW,,,
2,10,8/7/18,34,30,,222,0,V,MK,BHC,CAH,,
2,10,8/7/18,34,30,,222,1,V,BHC,BAS,,,
2,10,8/7/18,34,30,,222,2,V,BHC,NSW,,,
3,10,8/7/18,34,34,,222,0,V,MK,BHC,CAH,,
3,10,8/7/18,34,34,,222,1,M,BHC,BAS,,,
3,10,8/7/18,34,34,,222,2,M,BHC,NSW,,,
4,10,8/7/18,34,34.5,,222,0,N,MK,BHC,CAH,,
4,10,8/7/18,34,34.5,,222,1,M,BHC,BAS,,,
4,10,8/7/18,34,34.5,,222,2,M,BHC,NSW,,,
5,10,8/7/18,34,35,,222,0,V,MK,BHC,CAH,,
5,10,8/7/18,34,35,,222,1,M,BHC,BAS,,,
5,10,8/7/18,34,35,,222,2,T,BHC,NSW,,,
1,10,8/7/18,34,30,,223,0,M,MK,BHC,CAH,,
1,10,8/7/18,34,30,,223,1,M,BHC,BAS,,,
1,10,8/7/18,34,30,,223,2,V,BHC,NSW,,,
2,10,8/7/18,34,30,,223,0,M,MK,BHC,CAH,,
2,10,8/7/18,34,30,,223,1,V,BHC,BAS,,,
2,10,8/7/18,34,30,,223,2,V,BHC,NSW,,,
3,10,8/7/18,34,34,,223,0,V,MK,BHC,CAH,,
3,10,8/7/18,34,34,,223,1,M,BHC,BAS,,,
3,10,8/7/18,34,34,,223,2,S,BHC,NSW,,,
4,10,8/7/18,34,34.5,,223,0,N,MK,BHC,CAH,,
4,10,8/7/18,34,34.5,,223,1,M,BHC,BAS,,,
4,10,8/7/18,34,34.5,,223,2,M,BHC,NSW,,,
5,10,8/7/18,34,35,,223,0,V,MK,BHC,CAH,,
5,10,8/7/18,34,35,,223,1,S,BHC,BAS,,,
5,10,8/7/18,34,35,,223,2,T,BHC,NSW,,,
1,10,8/7/18,34,30,,224,0,N,MK,BHC,CAH,,
1,10,8/7/18,34,30,,224,1,N,BHC,BAS,,,
1,10,8/7/18,34,30,,224,2,V,BHC,NSW,,,
2,10,8/7/18,34,30,,224,0,V,MK,BHC,CAH,,
2,10,8/7/18,34,30,,224,1,N,BHC,BAS,,,
2,10,8/7/18,34,30,,224,2,V,BHC,NSW,,,
3,10,8/7/18,34,34,,224,0,N,MK,BHC,CAH,,
