Tank_Number,Cycle_Number,Collected,Reef,Temperature,Ramp_Started_Day_1,Colony_Number,Day,Score,Scorer_1,Scorer_2,Scorer_3,Notes,Notes2
6,8,7/31/18,60,30,,396,0,N,MK,BHC,,,
6,8,7/31/18,60,30,,396,1,N,BAS,NSW,,,
6,8,7/31/18,60,30,,396,2,V,CMH,MK,,,
7,8,7/31/18,60,30,,396,0,V,MK,BHC,,,
7,8,7/31/18,60,30,,396,1,M,BAS,NSW,,,
7,8,7/31/18,60,30,,396,2,M,CMH,MK,,,
8,8,7/31/18,60,34,,396,0,N,MK,BHC,,,
8,8,7/31/18,60,34,,396,1,S,BAS,NSW,,,
8,8,7/31/18,60,34,,396,2,S,CMH,MK,,,
9,8,7/31/18,60,34.5,,396,0,V,MK,BHC,,,
9,8,7/31/18,60,34.5,,396,1,M,BAS,NSW,,,
9,8,7/31/18,60,34.5,,396,2,M,CMH,MK,,,
10,8,7/31/18,60,35,,396,0,N,MK,BHC,,,
10,8,7/31/18,60,35,,396,1,V,BAS,NSW,,,
10,8,7/31/18,60,35,,396,2,M,CMH,MK,,,
6,8,7/31/18,60,30,,397,0,V,MK,BHC,,,
6,8,7/31/18,60,30,,397,1,V,BAS,NSW,,,
6,8,7/31/18,60,30,,397,2,V,CMH,MK,,,
7,8,7/31/18,60,30,,397,0,N,MK,BHC,,,
7,8,7/31/18,60,30,,397,1,M,BAS,NSW,,,
7,8,7/31/18,60,30,,397,2,M,CMH,MK,,,
8,8,7/31/18,60,34,,397,0,V,MK,BHC,,,
8,8,7/31/18,60,34,,397,1,S,BAS,NSW,,,
8,8,7/31/18,60,34,,397,2,S,CMH,MK,,,
9,8,7/31/18,60,34.5,,397,0,V,MK,BHC,,,
9,8,7/31/18,60,34.5,,397,1,S,BAS,NSW,,,
9,8,7/31/18,60,34.5,,397,2,S,CMH,MK,,,
10,8,7/31/18,60,35,,397,0,V,MK,BHC,,,
10,8,7/31/18,60,35,,397,1,S,BAS,NSW,,,
10,8,7/31/18,60,35,,397,2,T,CMH,MK,,,
6,8,7/31/18,60,30,,398,0,N,MK,BHC,,,
6,8,7/31/18,60,30,,398,1,V,BAS,NSW,,,
6,8,7/31/18,60,30,,398,2,V,CMH,MK,,,
7,8,7/31/18,60,30,,398,0,N,MK,BHC,,,
7,8,7/31/18,60,30,,398,1,M,BAS,NSW,,,
7,8,7/31/18,60,30,,398,2,M,CMH,MK,,,
8,8,7/31/18,60,34,,398,0,N,MK,BHC,,,
8,8,7/31/18,60,34,,398,1,S,BAS,NSW,,,
8,8,7/31/18,60,34,,398,2,S,CMH,MK,,,
9,8,7/31/18,60,34.5,,398,0,V,MK,BHC,,,
9,8,7/31/18,60,34.5,,398,1,M,BAS,NSW,,,
9,8,7/31/18,60,34.5,,398,2,M,CMH,MK,,,
10,8,7/31/18,60,35,,398,0,N,MK,BHC,,,
10,8,7/31/18,60,35,,398,1,M,BAS,NSW,,,
10,8,7/31/18,60,35,,398,2,T,CMH,MK,,,
6,8,7/31/18,60,30,,399,0,N,MK,BHC,,,
6,8,7/31/18,60,30,,399,1,M,BAS,NSW,,,
6,8,7/31/18,60,30,,399,2,M,CMH,MK,,,
7,8,7/31/18,60,30,,399,0,V,MK,BHC,,,
7,8,7/31/18,60,30,,399,1,M,BAS,NSW,,,
7,8,7/31/18,60,30,,399,2,M,CMH,MK,,,
8,8,7/31/18,60,34,,399,0,V,MK,BHC,,,
8,8,7/31/18,60,34,,399,1,S,BAS,NSW,,,
8,8,7/31/18,60,34,,399,2,S,CMH,MK,,,
9,8,7/31/18,60,34.5,,399,0,V,MK,BHC,,,
9,8,7/31/18,60,34.5,,399,1,S,BAS,NSW,,,
9,8,7/31/18,60,34.5,,399,2,S,CMH,MK,,,
10,8,7/31/18,60,35,,399,0,V,MK,BHC,,,
10,8,7/31/18,60,35,,399,1,S,BAS,NSW,,,
10,8,7/31/18,60,35,,399,2,T,CMH,MK,,,
6,8,7/31/18,60,30,,400,0,V,MK,BHC,,,
6,8,7/31/18,60,30,,400,1,M,BAS,NSW,,,
6,8,7/31/18,60,30,,400,2,M,CMH,MK,,,
7,8,7/31/18,60,30,,400,0,N,MK,BHC,,,
7,8,7/31/18,60,30,,400,1,V,BAS,NSW,,,
7,8,7/31/18,60,30,,400,2,V,CMH,MK,,,
8,8,7/31/18,60,34,,400,0,V,MK,BHC,,,
8,8,7/31/18,60,34,,400,1,S,BAS,NSW,,,
8,8,7/31/18,60,34,,400,2,S,CMH,MK,,,
9,8,7/31/18,60,34.5,,400,0,V,MK,BHC,,,
9,8,7/31/18,60,34.5,,400,1,S,BAS,NSW,,,
9,8,7/31/18,60,34.5,,400,2,S,CMH,MK,,,
10,8,7/31/18,60,35,,400,0,N,MK,BHC,,,
10,8,7/31/18,60,35,,400,1,T,BAS,NSW,,,
10,8,7/31/18,60,35,,400,2,T,CMH,MK,,,
1,9,8/2/18,13,30,,51,0,M,MK,BAS,,,
1,9,8/2/18,13,30,,51,1,M,BHC,BAS,,,
1,9,8/2/18,13,30,,51,2,M,MK,JMU,CMH,,
2,9,8/2/18,13,30,,51,0,V,MK,BAS,,,
2,9,8/2/18,13,30,,51,1,M,BHC,BAS,,,
2,9,8/2/18,13,30,,51,2,M,MK,JMU,CMH,,
3,9,8/2/18,13,34,,51,0,M,MK,BAS,,,
3,9,8/2/18,13,34,,51,1,S,BHC,BAS,,,
3,9,8/2/18,13,34,,51,2,S,MK,JMU,CMH,,
4,9,8/2/18,13,34.5,,51,0,V,MK,BAS,,,
4,9,8/2/18,13,34.5,,51,1,S,BHC,BAS,,,
4,9,8/2/18,13,34.5,,51,2,T,MK,JMU,CMH,,
5,9,8/2/18,13,35,,51,0,M,MK,BAS,,,
5,9,8/2/18,13,35,,51,1,S,BHC,BAS,,,
5,9,8/2/18,13,35,,51,2,T,MK,JMU,CMH,,
1,9,8/2/18,13,30,,52,0,M,MK,BAS,,,
1,9,8/2/18,13,30,,52,1,M,BHC,BAS,,,
1,9,8/2/18,13,30,,52,2,M,MK,JMU,CMH,,
2,9,8/2/18,13,30,,52,0,M,MK,BAS,,,
2,9,8/2/18,13,30,,52,1,S,BHC,BAS,,,
2,9,8/2/18,13,30,,52,2,S,MK,JMU,CMH,,
3,9,8/2/18,13,34,,52,0,V,MK,BAS,,,
3,9,8/2/18,13,34,,52,1,S,BHC,BAS,,,
3,9,8/2/18,13,34,,52,2,S,MK,JMU,CMH,,
4,9,8/2/18,13,34.5,,52,0,V,MK,BAS,,,
4,9,8/2/18,13,34.5,,52,1,T,BHC,BAS,,,
4,9,8/2/18,13,34.5,,52,2,T,MK,JMU,CMH,,
5,9,8/2/18,13,35,,52,0,M,MK,BAS,,,
5,9,8/2/18,13,35,,52,1,T,BHC,BAS,,,
5,9,8/2/18,13,35,,52,2,T,MK,JMU,CMH,,
1,9,8/2/18,13,30,,53,0,V,MK,BAS,,,
1,9,8/2/18,13,30,,53,1,V,BHC,BAS,,,
1,9,8/2/18,13,30,,53,2,M,MK,JMU,CMH,,
2,9,8/2/18,13,30,,53,0,V,MK,BAS,,,
2,9,8/2/18,13,30,,53,1,M,BHC,BAS,,,
2,9,8/2/18,13,30,,53,2,M,MK,JMU,CMH,,
3,9,8/2/18,13,34,,53,0,V,MK,BAS,,,
3,9,8/2/18,13,34,,53,1,S,BHC,BAS,,,
3,9,8/2/18,13,34,,53,2,T,MK,JMU,CMH,,
4,9,8/2/18,13,34.5,,53,0,V,MK,BAS,,,
4,9,8/2/18,13,34.5,,53,1,T,BHC,BAS,,,
4,9,8/2/18,13,34.5,,53,2,T,MK,JMU,CMH,,
5,9,8/2/18,13,35,,53,0,N,MK,BAS,,,
5,9,8/2/18,13,35,,53,1,S,BHC,BAS,,,
5,9,8/2/18,13,35,,53,2,T,MK,JMU,CMH,,
1,9,8/2/18,13,30,,55,0,V,MK,BAS,,,
1,9,8/2/18,13,30,,55,1,M,BHC,BAS,,,
1,9,8/2/18,13,30,,55,2,M,MK,JMU,CMH,,
2,9,8/2/18,13,30,,55,0,N,MK,BAS,,,
2,9,8/2/18,13,30,,55,1,V,BHC,BAS,,,
2,9,8/2/18,13,30,,55,2,V,MK,JMU,CMH,,
3,9,8/2/18,13,34,,55,0,N,MK,BAS,,,
3,9,8/2/18,13,34,,55,1,S,BHC,BAS,,,
3,9,8/2/18,13,34,,55,2,S,MK,JMU,CMH,,
4,9,8/2/18,13,34.5,,55,0,V,MK,BAS,,,
4,9,8/2/18,13,34.5,,55,1,T,BHC,BAS,,,
4,9,8/2/18,13,34.5,,55,2,T,MK,JMU,CMH,,
5,9,8/2/18,13,35,,55,0,N,MK,BAS,,,
5,9,8/2/18,13,35,,55,1,T,BHC,BAS,,,
5,9,8/2/18,13,35,,55,2,T,MK,JMU,CMH,,
6,9,8/2/18,13,30,,56,0,M,BHC,VN,,,
6,9,8/2/18,13,30,,56,1,M,BHC,MK,,,
6,9,8/2/18,13,30,,56,2,M,JMU,CMH,,,
7,9,8/2/18,13,30,,56,0,M,BHC,VN,,,
7,9,8/2/18,13,30,,56,1,M,BHC,MK,,,
7,9,8/2/18,13,30,,56,2,M,JMU,CMH,,,
8,9,8/2/18,13,34,,56,0,M,BHC,VN,,,
8,9,8/2/18,13,34,,56,1,S,BHC,MK,,,
8,9,8/2/18,13,34,,56,2,S,JMU,CMH,,,
9,9,8/2/18,13,34.5,,56,0,M,BHC,VN,,,
9,9,8/2/18,13,34.5,,56,1,S,BHC,MK,,,
9,9,8/2/18,13,34.5,,56,2,T,JMU,CMH,,,
10,9,8/2/18,13,35,,56,0,M,BHC,VN,,,
10,9,8/2/18,13,35,,56,1,S,BHC,MK,,,
10,9,8/2/18,13,35,,56,2,T,JMU,CMH,,,
6,9,8/2/18,13,30,,57,0,V,BHC,VN,,,
6,9,8/2/18,13,30,,57,1,M,BHC,MK,,,
6,9,8/2/18,13,30,,57,2,M,JMU,CMH,,,
7,9,8/2/18,13,30,,57,0,M,BHC,VN,,,
7,9,8/2/18,13,30,,57,1,M,BHC,MK,,,
7,9,8/2/18,13,30,,57,2,S,JMU,CMH,,,
8,9,8/2/18,13,34,,57,0,M,BHC,VN,,,
8,9,8/2/18,13,34,,57,1,S,BHC,MK,,,
8,9,8/2/18,13,34,,57,2,T,JMU,CMH,,,
9,9,8/2/18,13,34.5,,57,0,V,BHC,VN,,,
9,9,8/2/18,13,34.5,,57,1,T,BHC,MK,,,
9,9,8/2/18,13,34.5,,57,2,T,JMU,CMH,,,
10,9,8/2/18,13,35,,57,0,M,BHC,VN,,,
10,9,8/2/18,13,35,,57,1,T,BHC,MK,,,
10,9,8/2/18,13,35,,57,2,T,JMU,CMH,,,
6,9,8/2/18,13,30,,58,0,M,BHC,VN,,,
6,9,8/2/18,13,30,,58,1,M,BHC,MK,,,
6,9,8/2/18,13,30,,58,2,S,JMU,CMH,,,
7,9,8/2/18,13,30,,58,0,M,BHC,VN,,,
7,9,8/2/18,13,30,,58,1,M,BHC,MK,,,
7,9,8/2/18,13,30,,58,2,M,JMU,CMH,,,
8,9,8/2/18,13,34,,58,0,V,BHC,VN,,,
8,9,8/2/18,13,34,,58,1,S,BHC,MK,,,
8,9,8/2/18,13,34,,58,2,T,JMU,CMH,,,
9,9,8/2/18,13,34.5,,58,0,M,BHC,VN,,,
9,9,8/2/18,13,34.5,,58,1,T,BHC,MK,,,
9,9,8/2/18,13,34.5,,58,2,T,JMU,CMH,,,
10,9,8/2/18,13,35,,58,0,M,BHC,VN,,,
10,9,8/2/18,13,35,,58,1,T,BHC,MK,,,
10,9,8/2/18,13,35,,58,2,T,JMU,CMH,,,
6,9,8/2/18,13,30,,59,0,M,BHC,VN,,,
6,9,8/2/18,13,30,,59,1,M,BHC,MK,,,
6,9,8/2/18,13,30,,59,2,M,JMU,CMH,,,
7,9,8/2/18,13,30,,59,0,M,BHC,VN,,,
7,9,8/2/18,13,30,,59,1,V,BHC,MK,,,
7,9,8/2/18,13,30,,59,2,V,JMU,CMH,,,
8,9,8/2/18,13,34,,59,0,M,BHC,VN,,,
8,9,8/2/18,13,34,,59,1,S,BHC,MK,,,
8,9,8/2/18,13,34,,59,2,S,JMU,CMH,,,
9,9,8/2/18,13,34.5,,59,0,V,BHC,VN,,,
9,9,8/2/18,13,34.5,,59,1,S,BHC,MK,,,
9,9,8/2/18,13,34.5,,59,2,T,JMU,CMH,,,
10,9,8/2/18,13,35,,59,0,M,BHC,VN,,,
10,9,8/2/18,13,35,,59,1,T,BHC,MK,,,
10,9,8/2/18,13,35,,59,2,T,JMU,CMH,,,
6,9,8/2/18,13,30,,60,0,V,BHC,VN,,,
6,9,8/2/18,13,30,,60,1,M,BHC,MK,,,
6,9,8/2/18,13,30,,60,2,M,JMU,CMH,,,
7,9,8/2/18,13,30,,60,0,M,BHC,VN,,,
7,9,8/2/18,13,30,,60,1,M,BHC,MK,,,
7,9,8/2/18,13,30,,60,2,M,JMU,CMH,,,
8,9,8/2/18,13,34,,60,0,M,BHC,VN,,,
8,9,8/2/18,13,34,,60,1,S,BHC,MK,,,
8,9,8/2/18,13,34,,60,2,S,JMU,CMH,,,
9,9,8/2/18,13,34.5,,60,0,V,BHC,VN,,,
9,9,8/2/18,13,34.5,,60,1,S,BHC,MK,,,
9,9,8/2/18,13,34.5,,60,2,T,JMU,CMH,,,
10,9,8/2/18,13,35,,60,0,M,BHC,VN,,,
10,9,8/2/18,13,35,,60,1,T,BHC,MK,,,
10,9,8/2/18,13,35,,60,2,T,JMU,CMH,,,
1,9,8/2/18,15,30,,61,0,N,MK,BAS,,,
1,9,8/2/18,15,30,,61,1,N,BHC,BAS,,,
1,9,8/2/18,15,30,,61,2,N,MK,JMU,CMH,,
2,9,8/2/18,15,30,,61,0,N,MK,BAS,,,
2,9,8/2/18,15,30,,61,1,V,BHC,BAS,,,
2,9,8/2/18,15,30,,61,2,V,MK,JMU,CMH,,
3,9,8/2/18,15,34,,61,0,V,MK,BAS,,,
3,9,8/2/18,15,34,,61,1,M,BHC,BAS,,,
3,9,8/2/18,15,34,,61,2,M,MK,JMU,CMH,,
4,9,8/2/18,15,34.5,,61,0,V,MK,BAS,,,
4,9,8/2/18,15,34.5,,61,1,S,BHC,BAS,,,
4,9,8/2/18,15,34.5,,61,2,M,MK,JMU,CMH,,
5,9,8/2/18,15,35,,61,0,N,MK,BAS,,,
5,9,8/2/18,15,35,,61,1,S,BHC,BAS,,,
5,9,8/2/18,15,35,,61,2,T,MK,JMU,CMH,,
1,9,8/2/18,15,30,,62,0,M,MK,BAS,,,
1,9,8/2/18,15,30,,62,1,M,BHC,BAS,,,
1,9,8/2/18,15,30,,62,2,M,MK,JMU,CMH,,
2,9,8/2/18,15,30,,62,0,V,MK,BAS,,,
2,9,8/2/18,15,30,,62,1,V,BHC,BAS,,,
2,9,8/2/18,15,30,,62,2,M,MK,JMU,CMH,,
3,9,8/2/18,15,34,,62,0,V/M,MK,BAS,,,
3,9,8/2/18,15,34,,62,1,M,BHC,BAS,,,
3,9,8/2/18,15,34,,62,2,M,MK,JMU,CMH,,
4,9,8/2/18,15,34.5,,62,0,V,MK,BAS,,,
4,9,8/2/18,15,34.5,,62,1,S,BHC,BAS,,,
4,9,8/2/18,15,34.5,,62,2,M,MK,JMU,CMH,,
5,9,8/2/18,15,35,,62,0,M,MK,BAS,,,
5,9,8/2/18,15,35,,62,1,S,BHC,BAS,,,
5,9,8/2/18,15,35,,62,2,T,MK,JMU,CMH,,
1,9,8/2/18,15,30,,63,0,V,MK,BAS,,,
1,9,8/2/18,15,30,,63,1,V,BHC,BAS,,,
1,9,8/2/18,15,30,,63,2,V,MK,JMU,CMH,,
2,9,8/2/18,15,30,,63,0,V,MK,BAS,,,
2,9,8/2/18,15,30,,63,1,M,BHC,BAS,,,
2,9,8/2/18,15,30,,63,2,M,MK,JMU,CMH,,
3,9,8/2/18,15,34,,63,0,V,MK,BAS,,,
3,9,8/2/18,15,34,,63,1,M,BHC,BAS,,,
3,9,8/2/18,15,34,,63,2,M,MK,JMU,CMH,,
4,9,8/2/18,15,34.5,,63,0,V,MK,BAS,,,
4,9,8/2/18,15,34.5,,63,1,S,BHC,BAS,,,
4,9,8/2/18,15,34.5,,63,2,M,MK,JMU,CMH,,
5,9,8/2/18,15,35,,63,0,V,MK,BAS,,,
5,9,8/2/18,15,35,,63,1,M,BHC,BAS,,,
5,9,8/2/18,15,35,,63,2,M,MK,JMU,CMH,,
1,9,8/2/18,15,30,,64,0,N,MK,BAS,,,
1,9,8/2/18,15,30,,64,1,N,BHC,BAS,,,
1,9,8/2/18,15,30,,64,2,N,MK,JMU,CMH,,
2,9,8/2/18,15,30,,64,0,N,MK,BAS,,,
2,9,8/2/18,15,30,,64,1,N,BHC,BAS,,,
2,9,8/2/18,15,30,,64,2,V,MK,JMU,CMH,,
3,9,8/2/18,15,34,,64,0,V,MK,BAS,,,
3,9,8/2/18,15,34,,64,1,V,BHC,BAS,,,
3,9,8/2/18,15,34,,64,2,V,MK,JMU,CMH,,
4,9,8/2/18,15,34.5,,64,0,N,MK,BAS,,,
4,9,8/2/18,15,34.5,,64,1,M,BHC,BAS,,,
4,9,8/2/18,15,34.5,,64,2,V,MK,JMU,CMH,,
5,9,8/2/18,15,35,,64,0,N,MK,BAS,,,
5,9,8/2/18,15,35,,64,1,M,BHC,BAS,,,
5,9,8/2/18,15,35,,64,2,S,MK,JMU,CMH,,
1,9,8/2/18,15,30,,65,0,N,MK,BAS,,,
1,9,8/2/18,15,30,,65,1,N,BHC,BAS,,,
1,9,8/2/18,15,30,,65,2,N,MK,JMU,CMH,,
2,9,8/2/18,15,30,,65,0,V,MK,BAS,,,
2,9,8/2/18,15,30,,65,1,N,BHC,BAS,,,
2,9,8/2/18,15,30,,65,2,V,MK,JMU,CMH,,
3,9,8/2/18,15,34,,65,0,V,MK,BAS,,,
3,9,8/2/18,15,34,,65,1,M,BHC,BAS,,,
3,9,8/2/18,15,34,,65,2,M,MK,JMU,CMH,,
4,9,8/2/18,15,34.5,,65,0,N,MK,BAS,,,
4,9,8/2/18,15,34.5,,65,1,M,BHC,BAS,,,
4,9,8/2/18,15,34.5,,65,2,V,MK,JMU,CMH,,
5,9,8/2/18,15,35,,65,0,N,MK,BAS,,,
5,9,8/2/18,15,35,,65,1,M,BHC,BAS,,,
5,9,8/2/18,15,35,,65,2,S,MK,JMU,CMH,,
6,9,8/2/18,15,30,,66,0,V,BHC,VN,,,
6,9,8/2/18,15,30,,66,1,M,BHC,MK,,,
6,9,8/2/18,15,30,,66,2,M,JMU,CMH,,,
7,9,8/2/18,15,30,,66,0,V,BHC,VN,,,
7,9,8/2/18,15,30,,66,1,V,BHC,MK,,,
7,9,8/2/18,15,30,,66,2,M,JMU,CMH,,,
8,9,8/2/18,15,34,,66,0,V,BHC,VN,,,
8,9,8/2/18,15,34,,66,1,M,BHC,MK,,,
8,9,8/2/18,15,34,,66,2,S,JMU,CMH,,,
9,9,8/2/18,15,34.5,,66,0,V,BHC,VN,,,
9,9,8/2/18,15,34.5,,66,1,M,BHC,MK,,,
9,9,8/2/18,15,34.5,,66,2,S,JMU,CMH,,,
10,9,8/2/18,15,35,,66,0,V,BHC,VN,,,
10,9,8/2/18,15,35,,66,1,S,BHC,MK,,,
10,9,8/2/18,15,35,,66,2,T,JMU,CMH,,,
6,9,8/2/18,15,30,,67,0,M,BHC,VN,,,
6,9,8/2/18,15,30,,67,1,M,BHC,MK,,,
6,9,8/2/18,15,30,,67,2,S,JMU,CMH,,,
7,9,8/2/18,15,30,,67,0,M,BHC,VN,,,
7,9,8/2/18,15,30,,67,1,M,BHC,MK,,,
7,9,8/2/18,15,30,,67,2,M,JMU,CMH,,,
8,9,8/2/18,15,34,,67,0,S,BHC,VN,,,
8,9,8/2/18,15,34,,67,1,S,BHC,MK,,,
8,9,8/2/18,15,34,,67,2,S,JMU,CMH,,,
9,9,8/2/18,15,34.5,,67,0,M,BHC,VN,,,
9,9,8/2/18,15,34.5,,67,1,T,BHC,MK,,,
9,9,8/2/18,15,34.5,,67,2,T,JMU,CMH,,,
10,9,8/2/18,15,35,,67,0,S,BHC,VN,,,
10,9,8/2/18,15,35,,67,1,T,BHC,MK,,,
10,9,8/2/18,15,35,,67,2,T,JMU,CMH,,,
6,9,8/2/18,15,30,,68,0,V,BHC,VN,,,
6,9,8/2/18,15,30,,68,1,V,BHC,MK,,,
6,9,8/2/18,15,30,,68,2,V,JMU,CMH,,,
7,9,8/2/18,15,30,,68,0,V,BHC,VN,,,
7,9,8/2/18,15,30,,68,1,V,BHC,MK,,,
7,9,8/2/18,15,30,,68,2,V,JMU,CMH,,,
8,9,8/2/18,15,34,,68,0,V,BHC,VN,,,
8,9,8/2/18,15,34,,68,1,V,BHC,MK,,,
8,9,8/2/18,15,34,,68,2,M,JMU,CMH,,,
9,9,8/2/18,15,34.5,,68,0,V,BHC,VN,,,
9,9,8/2/18,15,34.5,,68,1,M,BHC,MK,,,
9,9,8/2/18,15,34.5,,68,2,V,JMU,CMH,,,
10,9,8/2/18,15,35,,68,0,V,BHC,VN,,,
10,9,8/2/18,15,35,,68,1,M,BHC,MK,,,
10,9,8/2/18,15,35,,68,2,S,JMU,CMH,,,
6,9,8/2/18,15,30,,69,0,V,BHC,VN,,,
6,9,8/2/18,15,30,,69,1,V,BHC,MK,,,
6,9,8/2/18,15,30,,69,2,V,JMU,CMH,,,
7,9,8/2/18,15,30,,69,0,V,BHC,VN,,,
7,9,8/2/18,15,30,,69,1,V,BHC,MK,,,
7,9,8/2/18,15,30,,69,2,M,JMU,CMH,,,
8,9,8/2/18,15,34,,69,0,V,BHC,VN,,,
8,9,8/2/18,15,34,,69,1,V,BHC,MK,,,
8,9,8/2/18,15,34,,69,2,M,JMU,CMH,,,
9,9,8/2/18,15,34.5,,69,0,V,BHC,VN,,,
9,9,8/2/18,15,34.5,,69,1,M,BHC,MK,,,
9,9,8/2/18,15,34.5,,69,2,M,JMU,CMH,,,
10,9,8/2/18,15,35,,69,0,V,BHC,VN,,,
10,9,8/2/18,15,35,,69,1,S,BHC,MK,,,
10,9,8/2/18,15,35,,69,2,S,JMU,CMH,,,
6,9,8/2/18,15,30,,70,0,N,BHC,VN,,,
6,9,8/2/18,15,30,,70,1,N,BHC,MK,,,
6,9,8/2/18,15,30,,70,2,N,JMU,CMH,,,
7,9,8/2/18,15,30,,70,0,N,BHC,VN,,,
7,9,8/2/18,15,30,,70,1,N,BHC,MK,,,
7,9,8/2/18,15,30,,70,2,N,JMU,CMH,,,
8,9,8/2/18,15,34,,70,0,N,BHC,VN,,,
8,9,8/2/18,15,34,,70,1,N,BHC,MK,,,
8,9,8/2/18,15,34,,70,2,N,JMU,CMH,,,
9,9,8/2/18,15,34.5,,70,0,V,BHC,VN,,,
9,9,8/2/18,15,34.5,,70,1,M,BHC,MK,,,
9,9,8/2/18,15,34.5,,70,2,M,JMU,CMH,,,
10,9,8/2/18,15,35,,70,0,N,BHC,VN,,,
10,9,8/2/18,15,35,,70,1,M,BHC,MK,,,
10,9,8/2/18,15,35,,70,2,S,JMU,CMH,,,
1,9,8/2/18,14,30,,71,0,N,MK,BAS,,,
1,9,8/2/18,14,30,,71,1,V,BHC,BAS,,,
1,9,8/2/18,14,30,,71,2,V,MK,JMU,CMH,,
2,9,8/2/18,14,30,,71,0,V,MK,BAS,,,
2,9,8/2/18,14,30,,71,1,S,BHC,BAS,,,
2,9,8/2/18,14,30,,71,2,S,MK,JMU,CMH,,
3,9,8/2/18,14,34,,71,0,V,MK,BAS,,,
3,9,8/2/18,14,34,,71,1,S,BHC,BAS,,,
3,9,8/2/18,14,34,,71,2,S,MK,JMU,CMH,,
4,9,8/2/18,14,34.5,,71,0,N,MK,BAS,,,
4,9,8/2/18,14,34.5,,71,1,S,BHC,BAS,,,
4,9,8/2/18,14,34.5,,71,2,S,MK,JMU,CMH,,
5,9,8/2/18,14,35,,71,0,M,MK,BAS,,,
5,9,8/2/18,14,35,,71,1,T,BHC,BAS,,,
5,9,8/2/18,14,35,,71,2,T,MK,JMU,CMH,,
1,9,8/2/18,14,30,,72,0,N,MK,BAS,,,
1,9,8/2/18,14,30,,72,1,N,BHC,BAS,,,
1,9,8/2/18,14,30,,72,2,V,MK,JMU,CMH,,
2,9,8/2/18,14,30,,72,0,V,MK,BAS,,,
2,9,8/2/18,14,30,,72,1,V,BHC,BAS,,,
2,9,8/2/18,14,30,,72,2,V,MK,JMU,CMH,,
3,9,8/2/18,14,34,,72,0,V,MK,BAS,,,
3,9,8/2/18,14,34,,72,1,S,BHC,BAS,,,
3,9,8/2/18,14,34,,72,2,M,MK,JMU,CMH,,
4,9,8/2/18,14,34.5,,72,0,N,MK,BAS,,,
4,9,8/2/18,14,34.5,,72,1,S,BHC,BAS,,,
4,9,8/2/18,14,34.5,,72,2,S,MK,JMU,CMH,,
5,9,8/2/18,14,35,,72,0,V,MK,BAS,,,
5,9,8/2/18,14,35,,72,1,T,BHC,BAS,,,
5,9,8/2/18,14,35,,72,2,T,MK,JMU,CMH,,
1,9,8/2/18,14,30,,73,0,N,MK,BAS,,,
1,9,8/2/18,14,30,,73,1,N,BHC,BAS,,,
1,9,8/2/18,14,30,,73,2,V,MK,JMU,CMH,,
2,9,8/2/18,14,30,,73,0,V,MK,BAS,,,
2,9,8/2/18,14,30,,73,1,M,BHC,BAS,,,
2,9,8/2/18,14,30,,73,2,M,MK,JMU,CMH,,
3,9,8/2/18,14,34,,73,0,N,MK,BAS,,,
3,9,8/2/18,14,34,,73,1,M,BHC,BAS,,,
3,9,8/2/18,14,34,,73,2,M,MK,JMU,CMH,,
4,9,8/2/18,14,34.5,,73,0,N,MK,BAS,,,
4,9,8/2/18,14,34.5,,73,1,S,BHC,BAS,,,
4,9,8/2/18,14,34.5,,73,2,S,MK,JMU,CMH,,
5,9,8/2/18,14,35,,73,0,V,MK,BAS,,,
5,9,8/2/18,14,35,,73,1,S,BHC,BAS,,,
5,9,8/2/18,14,35,,73,2,S,MK,JMU,CMH,,
1,9,8/2/18,14,30,,74,0,N,MK,BAS,,,
1,9,8/2/18,14,30,,74,1,N,BHC,BAS,,,
1,9,8/2/18,14,30,,74,2,V,MK,JMU,CMH,,
2,9,8/2/18,14,30,,74,0,N,MK,BAS,,,
2,9,8/2/18,14,30,,74,1,V,BHC,BAS,,,
2,9,8/2/18,14,30,,74,2,M,MK,JMU,CMH,,
3,9,8/2/18,14,34,,74,0,M,MK,BAS,,,
3,9,8/2/18,14,34,,74,1,M,BHC,BAS,,,
3,9,8/2/18,14,34,,74,2,M,MK,JMU,CMH,,
4,9,8/2/18,14,34.5,,74,0,V,MK,BAS,,,
4,9,8/2/18,14,34.5,,74,1,S,BHC,BAS,,,
4,9,8/2/18,14,34.5,,74,2,M,MK,JMU,CMH,,
5,9,8/2/18,14,35,,74,0,V,MK,BAS,,,
5,9,8/2/18,14,35,,74,1,S,BHC,BAS,,,
5,9,8/2/18,14,35,,74,2,S,MK,JMU,CMH,,
1,9,8/2/18,14,30,,75,0,N,MK,BAS,,,
1,9,8/2/18,14,30,,75,1,V,BHC,BAS,,,
1,9,8/2/18,14,30,,75,2,V,MK,JMU,CMH,,
2,9,8/2/18,14,30,,75,0,N,MK,BAS,,,
2,9,8/2/18,14,30,,75,1,V,BHC,BAS,,,
2,9,8/2/18,14,30,,75,2,V,MK,JMU,CMH,,
3,9,8/2/18,14,34,,75,0,V,MK,BAS,,,
3,9,8/2/18,14,34,,75,1,V,BHC,BAS,,,
3,9,8/2/18,14,34,,75,2,V,MK,JMU,CMH,,
4,9,8/2/18,14,34.5,,75,0,V,MK,BAS,,,
4,9,8/2/18,14,34.5,,75,1,S,BHC,BAS,,,
